562 1
0 0 0 -1 1 0 -6.70277e-21 8.33006e-24 1.03981e-21 8.33006e-24 -6.72883e-21 -6.03072e-22 -1.03981e-21 6.03072e-22 -6.72276e-21
0 0 0 -1 -1 0 -6.70277e-21 -8.33006e-24 1.03981e-21 -8.33006e-24 -6.72883e-21 6.03072e-22 -1.03981e-21 -6.03072e-22 -6.72276e-21
0 0 0 1 1 0 -6.70277e-21 -8.33006e-24 -1.03981e-21 -8.33006e-24 -6.72883e-21 -6.03072e-22 1.03981e-21 6.03072e-22 -6.72276e-21
0 0 0 1 -1 0 -6.70277e-21 8.33006e-24 -1.03981e-21 8.33006e-24 -6.72883e-21 6.03072e-22 1.03981e-21 -6.03072e-22 -6.72276e-21
0 0 0 0 2 0 2.38002e-21 -3.61694e-37 -3.96381e-37 7.9508e-38 2.12959e-21 6.71908e-22 3.34332e-37 -6.71908e-22 2.07537e-21
0 0 0 0 -2 0 2.38002e-21 1.43157e-37 3.33413e-37 -3.95362e-37 2.12959e-21 -6.71908e-22 -4.14893e-37 6.71908e-22 2.07537e-21
0 0 0 -2 0 0 6.15828e-22 8.17861e-38 -1.92136e-22 -1.89922e-37 6.08207e-22 -3.15332e-37 1.92136e-22 2.39806e-37 5.93683e-22
0 0 0 2 0 0 6.15828e-22 -2.02727e-37 1.92136e-22 8.88049e-38 6.08207e-22 2.42168e-37 -1.92136e-22 -2.99787e-37 5.93683e-22
0 0 0 -1 3 0 -9.91184e-22 -8.06256e-24 -2.12904e-23 -8.06256e-24 -9.7055e-22 -3.66296e-23 2.12904e-23 3.66296e-23 -9.83271e-22
0 0 0 1 3 0 -9.91184e-22 8.06256e-24 2.12904e-23 8.06256e-24 -9.7055e-22 -3.66296e-23 -2.12904e-23 3.66296e-23 -9.83271e-22
0 0 0 -1 -3 0 -9.91184e-22 8.06256e-24 -2.12904e-23 8.06256e-24 -9.7055e-22 3.66296e-23 2.12904e-23 -3.66296e-23 -9.83271e-22
0 0 0 1 -3 0 -9.91184e-22 -8.06256e-24 2.12904e-23 -8.06256e-24 -9.7055e-22 3.66296e-23 -2.12904e-23 -3.66296e-23 -9.83271e-22
0 0 0 -2 2 0 1.38701e-22 -2.46792e-23 7.70598e-23 -2.46792e-23 1.35769e-22 -1.56248e-23 -7.70598e-23 1.56248e-23 1.495e-22
0 0 0 -2 -2 0 1.38701e-22 2.46792e-23 7.70598e-23 2.46792e-23 1.35769e-22 1.56248e-23 -7.70598e-23 -1.56248e-23 1.495e-22
0 0 0 2 2 0 1.38701e-22 2.46792e-23 -7.70598e-23 2.46792e-23 1.35769e-22 -1.56248e-23 7.70598e-23 1.56248e-23 1.495e-22
0 0 0 2 -2 0 1.38701e-22 -2.46792e-23 -7.70598e-23 -2.46792e-23 1.35769e-22 1.56248e-23 7.70598e-23 -1.56248e-23 1.495e-22
0 0 0 0 4 0 -6.0435e-22 -1.86101e-37 -5.88508e-38 1.42593e-37 -5.61064e-22 -2.67767e-22 4.35715e-38 2.67767e-22 -5.60091e-22
0 0 0 0 -4 0 -6.0435e-22 1.33109e-37 3.84534e-38 -1.80502e-37 -5.61064e-22 2.67767e-22 -5.89827e-38 -2.67767e-22 -5.60091e-22
0 0 0 -3 1 0 4.90532e-24 -1.57973e-25 3.88949e-23 -1.57973e-25 4.55051e-24 3.60627e-24 -3.88949e-23 -3.60627e-24 1.59246e-23
0 0 0 -3 -1 0 4.90532e-24 1.57973e-25 3.88949e-23 1.57973e-25 4.55051e-24 -3.60627e-24 -3.88949e-23 3.60627e-24 1.59246e-23
0 0 0 3 1 0 4.90532e-24 1.57973e-25 -3.88949e-23 1.57973e-25 4.55051e-24 3.60627e-24 3.88949e-23 -3.60627e-24 1.59246e-23
0 0 0 3 -1 0 4.90532e-24 -1.57973e-25 -3.88949e-23 -1.57973e-25 4.55051e-24 -3.60627e-24 3.88949e-23 3.60627e-24 1.59246e-23
0 0 0 -2 4 0 1.46436e-23 -4.58507e-24 2.26301e-23 -4.58507e-24 3.9042e-23 -5.71622e-23 -2.26301e-23 5.71622e-23 4.29705e-23
0 0 0 2 4 0 1.46436e-23 4.58507e-24 -2.26301e-23 4.58507e-24 3.9042e-23 -5.71622e-23 2.26301e-23 5.71622e-23 4.29705e-23
0 0 0 -2 -4 0 1.46436e-23 4.58507e-24 2.26301e-23 4.58507e-24 3.9042e-23 5.71622e-23 -2.26301e-23 -5.71622e-23 4.29705e-23
0 0 0 2 -4 0 1.46436e-23 -4.58507e-24 -2.26301e-23 -4.58507e-24 3.9042e-23 5.71622e-23 2.26301e-23 -5.71622e-23 4.29705e-23
0 0 0 -3 3 0 1.55225e-22 8.65524e-24 2.51888e-23 8.65524e-24 1.44368e-22 1.15872e-23 -2.51888e-23 -1.15872e-23 1.48717e-22
0 0 0 -3 -3 0 1.55225e-22 -8.65524e-24 2.51888e-23 -8.65524e-24 1.44368e-22 -1.15872e-23 -2.51888e-23 1.15872e-23 1.48717e-22
0 0 0 3 3 0 1.55225e-22 -8.65524e-24 -2.51888e-23 -8.65524e-24 1.44368e-22 1.15872e-23 2.51888e-23 -1.15872e-23 1.48717e-22
0 0 0 3 -3 0 1.55225e-22 8.65524e-24 -2.51888e-23 8.65524e-24 1.44368e-22 -1.15872e-23 2.51888e-23 1.15872e-23 1.48717e-22
0 0 0 -1 5 0 1.4241e-23 -5.04497e-24 9.96548e-24 -5.04497e-24 1.07413e-23 -2.03206e-23 -9.96548e-24 2.03206e-23 1.30163e-23
0 0 0 1 5 0 1.4241e-23 5.04497e-24 -9.96548e-24 5.04497e-24 1.07413e-23 -2.03206e-23 9.96548e-24 2.03206e-23 1.30163e-23
0 0 0 -1 -5 0 1.4241e-23 5.04497e-24 9.96548e-24 5.04497e-24 1.07413e-23 2.03206e-23 -9.96548e-24 -2.03206e-23 1.30163e-23
0 0 0 1 -5 0 1.4241e-23 -5.04497e-24 -9.96548e-24 -5.04497e-24 1.07413e-23 2.03206e-23 9.96548e-24 -2.03206e-23 1.30163e-23
0 0 0 -4 0 0 -1.86447e-23 1.05831e-38 -4.33362e-24 1.84081e-38 -1.79206e-23 -8.95958e-39 4.33362e-24 1.80613e-38 -1.5478e-23
